Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast
AHNAK	Q09666	-0.416448862721559	33.8070337250261	-3.61985111303397	0.00177109101835729	0.0531779498958681	-1.20169415726747	MKLN1_control-MKLN1_knockout
ACOT2	P49753	-0.651560165701142	27.9092119318105	-3.61303652056879	0.00179903660244949	0.0537881451986592	-1.21613478036248	MKLN1_control-MKLN1_knockout
CKB	P12277	1.35517000689909	29.5133986405288	3.60216654983203	0.00184451813957272	0.0547082008843447	-1.2391610149851	MKLN1_control-MKLN1_knockout
MPZL1	O95297	-3.30314214355459	25.8773637450555	-3.59880054356987	0.00185883124910178	0.0547082008843447	-1.24628930725977	MKLN1_control-MKLN1_knockout
ACAD9	Q9H845	0.621595142540059	27.9082216898778	3.58170173479733	0.00193325303873171	0.0556776875154734	-1.28248474988536	MKLN1_control-MKLN1_knockout
CNN1	P51911	-0.939408754512154	29.2582958458171	-3.57493111621242	0.00196352921357826	0.0557556824302448	-1.29680989495236	MKLN1_control-MKLN1_knockout
MSI2	Q96DH6	0.493901974371695	27.8568267727538	3.57403557666369	0.00196756872521697	0.0557556824302448	-1.29870435016521	MKLN1_control-MKLN1_knockout
SELENBP1	Q13228	1.41901050747679	27.9678234792702	3.56750530982573	0.00199727410912699	0.0559236750555557	-1.31251648789095	MKLN1_control-MKLN1_knockout
RACGAP1	Q9H0H5	-0.601888088718649	27.7349717311455	-3.56484512418553	0.00200950159330083	0.0560436491791727	-1.31814191025284	MKLN1_control-MKLN1_knockout
HK1	P19367	0.269865646418722	28.7878188467945	3.56040341890938	0.00203008281887387	0.056394741614071	-1.32753319913193	MKLN1_control-MKLN1_knockout
RRP7A	Q9Y3A4	0.922374907486578	26.1221824966387	3.54151704850016	0.00211994483263537	0.0579780261204463	-1.36744462896647	MKLN1_control-MKLN1_knockout
AKR1C2	P52895	1.3286941825194	30.5049923130325	3.51966791982783	0.00222881078577824	0.0600247668108826	-1.41357364228203	MKLN1_control-MKLN1_knockout
FN3KRP	Q9HA64	-4.85338505266891	23.5125421340444	-3.51027852635799	0.00227727214855516	0.0608652737886561	-1.43338220831484	MKLN1_control-MKLN1_knockout
P3H2	Q8IVL5	0.72199625437602	25.6301555501554	3.5027808122862	0.00231671495198569	0.0616858139668341	-1.4491933876238	MKLN1_control-MKLN1_knockout
GCLM	P48507	1.18442627950819	28.7013478992577	3.46040413649184	0.00255263220498394	0.0664626303998772	-1.53844355299356	MKLN1_control-MKLN1_knockout
SQLE	Q14534	3.13376277817154	24.1516168640338	3.45656953577846	0.00257511247484643	0.0664727287719672	-1.54650979694256	MKLN1_control-MKLN1_knockout
IQGAP3	Q86VI3	3.11296544199942	24.5890093994951	3.45404155947009	0.00259003916617666	0.0664727287719672	-1.55182657855162	MKLN1_control-MKLN1_knockout
FAM162A	Q96A26	0.520048456446464	28.8654920416761	3.45117965006214	0.00260704040407446	0.0664727287719672	-1.55784479048016	MKLN1_control-MKLN1_knockout
PARVA	Q9NVD7	-0.484420599548681	28.9600207066904	-3.43785112767414	0.00268767672854223	0.0675150006514317	-1.58586029278428	MKLN1_control-MKLN1_knockout
EDIL3	O43854	-1.45044204031472	28.5148474823975	-3.43572364550895	0.00270077293052122	0.0675767865168714	-1.59033015214467	MKLN1_control-MKLN1_knockout
RCN2	Q14257	0.677080647482878	27.590607735791	3.41677146024634	0.00282024189191189	0.0695490306922813	-1.63012480544536	MKLN1_control-MKLN1_knockout
TGM2	P21980	-0.906954866262865	28.5279740608532	-3.41319781470068	0.00284334437423221	0.0695490306922813	-1.63762361172511	MKLN1_control-MKLN1_knockout
RPA1	P27694	0.316197335035273	28.8246768236232	3.39825047164907	0.00294200694957107	0.0713360860349603	-1.66897127969168	MKLN1_control-MKLN1_knockout
PRSS21	Q9Y6M0	5.03876634301312	24.6963576751358	3.39153458150502	0.00298742431976875	0.071739561053713	-1.68304667278524	MKLN1_control-MKLN1_knockout
ITGA5	P08648	-1.14096038412999	29.2461990503115	-3.38839736586388	0.00300887560547583	0.0719015964612317	-1.68961977109401	MKLN1_control-MKLN1_knockout
GTF2H1	P32780	4.35365288153756	23.4436940546217	3.38702723536309	0.00301829151924692	0.0719015964612317	-1.69249007103857	MKLN1_control-MKLN1_knockout
LRRC8D	Q7L1W4	3.13421038591026	24.5986074063474	3.37373641352003	0.00311114450272703	0.0732593133932191	-1.72032042130712	MKLN1_control-MKLN1_knockout
DHODH	Q02127	-2.09215978180465	24.846102525265	-3.37184668081902	0.00312457233291586	0.0732593133932191	-1.72427554136562	MKLN1_control-MKLN1_knockout
MYH9	P35579	-0.45745777389989	32.8802220470675	-3.34940772605591	0.00328842914012221	0.0763261710944155	-1.77120247065484	MKLN1_control-MKLN1_knockout
PRPF19	Q9UMS4	-0.333645596165749	31.0180993855326	-3.32677758386902	0.00346221040712787	0.0780490627242627	-1.81845884624888	MKLN1_control-MKLN1_knockout
MFN1	Q8IWA4	3.43332599380636	24.1547275462196	3.311069088255	0.00358809874764582	0.0803734119472663	-1.85121848174151	MKLN1_control-MKLN1_knockout
YTHDC2	Q9H6S0	1.76472656096623	25.4946810373803	3.28847939260282	0.00377702533441682	0.0832834086238909	-1.89826502881689	MKLN1_control-MKLN1_knockout
CRIP2	P52943	0.781485590148364	29.6062433332675	3.28315785031879	0.00382292917084538	0.0837720131350467	-1.90933679480001	MKLN1_control-MKLN1_knockout
RNPS1	Q15287	-0.354331528724213	29.6398829460346	-3.28098767090795	0.00384180551515249	0.0838733909232284	-1.91385073278357	MKLN1_control-MKLN1_knockout
RNASEH2C	Q8TDP1	-3.78561166543666	24.0188058163518	-3.27964242388064	0.00385355229737251	0.0838733909232284	-1.91664846206735	MKLN1_control-MKLN1_knockout
PPP1CA	P62136	-0.565909314831433	29.0554616068688	-3.27616121898134	0.00388411374138222	0.0838733909232284	-1.92388707997924	MKLN1_control-MKLN1_knockout
SPG21	Q9NZD8	-0.509633531086678	26.8183824129612	-3.27343095110087	0.0039082484786089	0.0838733909232284	-1.92956293230111	MKLN1_control-MKLN1_knockout
PALMD	Q9NP74	0.803647702559282	27.0516543247264	3.24697985629467	0.00414979012845423	0.0866299383028788	-1.98449052516962	MKLN1_control-MKLN1_knockout
MFF	Q9GZY8	0.566533136828969	28.4170688539895	3.24360482841686	0.00418164020956476	0.0870373254238612	-1.99149098187635	MKLN1_control-MKLN1_knockout
BCR	P11274	3.81949519630472	23.1998590618424	3.20428072834711	0.00457079439603861	0.0918437547195087	-2.0729182453933	MKLN1_control-MKLN1_knockout
STX7	O15400	-0.613487524878501	27.34311132025	-3.1867087247335	0.00475590503324581	0.0941928076545554	-2.10921924859502	MKLN1_control-MKLN1_knockout
PAWR	Q96IZ0	-0.580457025666849	28.4884494123994	-3.18443891389523	0.00478034274013764	0.0941928076545554	-2.11390439452601	MKLN1_control-MKLN1_knockout
RBBP4	Q09028	0.319238357029697	31.1402402719148	3.16974341979856	0.00494154687573495	0.0955452132056591	-2.14421546898273	MKLN1_control-MKLN1_knockout
GFM1	Q96RP9	0.473304815123473	28.3332057505533	3.16966145188248	0.00494246071712947	0.0955452132056591	-2.1443844287035	MKLN1_control-MKLN1_knockout
DST	Q03001	0.496576187774838	26.652786350753	3.15880200612392	0.00506499656291202	0.0968526172030006	-2.16675817581803	MKLN1_control-MKLN1_knockout
VAMP7	P51809	1.10311314132423	27.0522862705433	3.15257336407266	0.00513660876411033	0.0971686633768431	-2.17958137917108	MKLN1_control-MKLN1_knockout
ADRM1	Q16186	-1.0418791550129	26.9357886556815	-3.13070856248415	0.00539587759572014	0.100723048453443	-2.22453862078025	MKLN1_control-MKLN1_knockout
ITGA6	P23229	0.686593025277418	26.5443301731695	3.12670324697674	0.00544473184318817	0.100997107488677	-2.23276440783731	MKLN1_control-MKLN1_knockout
PYM1	Q9BRP8	0.572455459649486	26.7433886832806	3.122369316701	0.00549807869347905	0.100997107488677	-2.24166163834934	MKLN1_control-MKLN1_knockout
MED1	Q15648	3.36993072589731	23.7016049455806	3.12174723063691	0.00550577759988717	0.100997107488677	-2.24293843944994	MKLN1_control-MKLN1_knockout
PARP1	P09874	0.38295439714167	30.6122888226825	3.12119632310574	0.0055126043521256	0.100997107488677	-2.24406908824136	MKLN1_control-MKLN1_knockout
TBC1D4	O60343	-0.800484383150366	26.7302235232599	-3.11904178019887	0.00553938217093511	0.100997107488677	-2.2484903809703	MKLN1_control-MKLN1_knockout
ATOX1	O00244	-4.55967976002889	23.9362415419782	-3.10217914743032	0.0057533706952852	0.104091752887006	-2.28306283499778	MKLN1_control-MKLN1_knockout
ASDURF	L0R819	-3.61916684675816	24.1613080736083	-3.09271830070014	0.00587692337944133	0.105515448766763	-2.30243547419646	MKLN1_control-MKLN1_knockout
PKN2	Q16513	0.448625691960807	26.6728385859783	3.08895562606156	0.00592677413450026	0.106140401758969	-2.31013523738284	MKLN1_control-MKLN1_knockout
SEC16A	O15027	-0.712143306740071	27.3111731106697	-3.08774457506722	0.00594290618198468	0.106159863341984	-2.3126128753938	MKLN1_control-MKLN1_knockout
RPRD2	Q5VT52	0.783545134505751	25.6376968869065	3.0747564656829	0.00611861781664815	0.108474792246908	-2.33916616907602	MKLN1_control-MKLN1_knockout
ZC3H7B	Q9UGR2	-2.79529632854036	24.7520447802011	-3.0510525541061	0.00645237532780705	0.113253632619419	-2.38753840221597	MKLN1_control-MKLN1_knockout
TBC1D2	Q9BYX2	-2.31495123114187	23.7616464548635	-3.04179552217387	0.00658745078265723	0.114928697807949	-2.4063973556713	MKLN1_control-MKLN1_knockout
SEPTIN9	Q9UHD8	-0.473824406976679	29.5915133677325	-3.03961147446788	0.00661971675462956	0.114928697807949	-2.41084418554534	MKLN1_control-MKLN1_knockout
MYL9	P24844	-0.498480517650442	31.9177390727472	-3.03688692182024	0.00666018245507577	0.114999425878561	-2.41639009110998	MKLN1_control-MKLN1_knockout
STXBP1	P61764	1.20409533920935	26.5237071126297	3.02887508512767	0.00678056862393257	0.116081034549905	-2.43268923967985	MKLN1_control-MKLN1_knockout
ATP1A1	P05023	0.339022858815643	30.4759758366008	3.02882652087747	0.00678130473582706	0.116081034549905	-2.43278799605006	MKLN1_control-MKLN1_knockout
HARS2	P49590	2.57910096675775	25.5573496757892	3.02083287701808	0.00690352817201872	0.117078808026083	-2.44903629790446	MKLN1_control-MKLN1_knockout
TJP1	Q07157	-0.415513508399378	28.5543266544731	-3.00964173711513	0.00707822809193389	0.118070868597365	-2.47176066901179	MKLN1_control-MKLN1_knockout
TRIM25	Q14258	-0.308332554242035	27.9546470852273	-3.00521237660029	0.00714854736014658	0.118962618333005	-2.48074719805041	MKLN1_control-MKLN1_knockout
RAB23	Q9ULC3	-0.494716041552707	27.4524670419992	-3.00165839443158	0.00720545730362112	0.119086643248106	-2.48795457596398	MKLN1_control-MKLN1_knockout
PSMG4	Q5JS54	3.87181411146948	23.5976583207152	3.00114476302792	0.00721371822431161	0.119086643248106	-2.48899597463095	MKLN1_control-MKLN1_knockout
SFXN1	Q9H9B4	0.423520825204598	29.4258505367914	2.99404589101551	0.00732883378730769	0.119824231765668	-2.50338307107565	MKLN1_control-MKLN1_knockout
VIM	P08670	-0.35199000483248	34.9776377577121	-2.96672967705018	0.0077885722093133	0.123497001143628	-2.5586379854814	MKLN1_control-MKLN1_knockout
PTPN11	Q06124	-0.437175879075252	27.1573831450114	-2.96489348476745	0.00782045475946155	0.123724503997221	-2.56234608490774	MKLN1_control-MKLN1_knockout
ACTN4	O43707	-0.331892079543849	33.2321772707983	-2.95460744069767	0.00800139718631554	0.125461907881428	-2.58310374905843	MKLN1_control-MKLN1_knockout
PEDS1	A5PLL7	1.10459819630066	26.5431355257204	2.95269405416856	0.00803549820959352	0.125717240281357	-2.58696231496172	MKLN1_control-MKLN1_knockout
FAM120A	Q9NZB2	-0.35291810904134	28.4855349473224	-2.93975388774124	0.00826982819396197	0.127684699642441	-2.61303498724489	MKLN1_control-MKLN1_knockout
GLUL	P15104	2.56539426341952	24.7911505187137	2.93869182891256	0.00828935053837613	0.127706675543192	-2.61517312620216	MKLN1_control-MKLN1_knockout
GPD2	P43304	0.363601717396595	29.1524976700071	2.92864834493038	0.0084761747897202	0.129702296079691	-2.63537933131318	MKLN1_control-MKLN1_knockout
NUBP1	P53384	4.52945835431894	23.1960275100603	2.92681069316554	0.00851079408799559	0.129702296079691	-2.63907382436521	MKLN1_control-MKLN1_knockout
GPX1	P07203	-0.696438542605364	27.7556711926001	-2.9121815461625	0.00879128900090025	0.132157741765555	-2.66845560789005	MKLN1_control-MKLN1_knockout
EGFR	P00533	-0.418138828599254	28.348214961454	-2.91146779305294	0.0088051995263897	0.132157741765555	-2.66988779987003	MKLN1_control-MKLN1_knockout
MYOF	Q9NZM1	-0.389916086009787	30.4067638147124	-2.91117301688231	0.00881095067651744	0.132157741765555	-2.67047925083803	MKLN1_control-MKLN1_knockout
DNAJB4	Q9UDY4	0.50172447795401	27.9172996192369	2.90878520114107	0.00885767092821058	0.132157741765555	-2.67526947315317	MKLN1_control-MKLN1_knockout
MPG	P29372	3.56147919876142	25.111198712981	2.90775286058407	0.00887794353697178	0.132157741765555	-2.67734002699636	MKLN1_control-MKLN1_knockout
CD81	P60033	-0.768887852804962	28.0929024446131	-2.90542362879132	0.00892384799576995	0.132561413596111	-2.68201077336282	MKLN1_control-MKLN1_knockout
AAMP	Q13685	-0.855953227599109	26.5193476046403	-2.90118311322974	0.00900800691545629	0.132819649162638	-2.69051071356826	MKLN1_control-MKLN1_knockout
ENG	P17813	1.01530151137468	27.4891473672598	2.88331563734079	0.0093710700914987	0.136054054661759	-2.72627594768857	MKLN1_control-MKLN1_knockout
IMP4	Q96G21	2.1019008413223	26.2209466308296	2.8748279991575	0.00954842505718672	0.137191987474342	-2.74323732751638	MKLN1_control-MKLN1_knockout
SURF6	O75683	1.62412985742287	27.8888162065132	2.87399007131785	0.00956610797014972	0.137191987474342	-2.74491081362312	MKLN1_control-MKLN1_knockout
IGF2BP1	Q9NZI8	-0.257844768013754	28.5241177547999	-2.86783298175187	0.00969700992241194	0.13776888236388	-2.75720205181081	MKLN1_control-MKLN1_knockout
UBA5	Q9GZZ9	0.645255275271403	27.02803575125	2.86750836196073	0.00970395897602726	0.13776888236388	-2.75784981104177	MKLN1_control-MKLN1_knockout
TRAP1	Q12931	0.316334349223084	29.9772011355911	2.84905571049571	0.010106925293634	0.140885643904038	-2.79462596723434	MKLN1_control-MKLN1_knockout
ACADVL	P49748	0.376148464120362	29.3394480397998	2.84481012821585	0.0102018859713172	0.141146092967872	-2.8030748003491	MKLN1_control-MKLN1_knockout
ALG3	Q92685	4.98433487150006	23.9021742585518	2.83062497119967	0.0105254077835114	0.144488866382211	-2.83126900077285	MKLN1_control-MKLN1_knockout
MYADM	Q96S97	-0.443990741760796	30.328404786052	-2.8280565197787	0.010585028423985	0.144773230532288	-2.83636826579958	MKLN1_control-MKLN1_knockout
L3HYPDH	Q96EM0	-2.57741364117398	23.2730275518747	-2.81734311929694	0.0108372225205349	0.147052773278643	-2.85761887866628	MKLN1_control-MKLN1_knockout
ATP1B3	P54709	0.420100048202535	29.3263518303878	2.81400636497631	0.0109169380942424	0.147850125130469	-2.86423115174225	MKLN1_control-MKLN1_knockout
SPECC1	Q5M775	-0.55624196084975	27.5401454964893	-2.81046086989303	0.0110022555267382	0.148435783932438	-2.87125374483819	MKLN1_control-MKLN1_knockout
COBL	O75128	2.22586993270806	24.1580766287523	2.80802271877414	0.0110612962020754	0.148659063637366	-2.87608101427993	MKLN1_control-MKLN1_knockout
H1-10	Q92522	0.602514405817466	29.4122530923964	2.8067145331775	0.0110930992357906	0.148659063637366	-2.87867040421676	MKLN1_control-MKLN1_knockout
HSPBP1	Q9NZL4	-0.677095423622283	27.7397329290302	-2.80579360560679	0.0111155401800339	0.148659063637366	-2.88049298301029	MKLN1_control-MKLN1_knockout
AATF	Q9NY61	-0.685179039777747	26.9711963017466	-2.80527906508563	0.0111280972903016	0.148659063637366	-2.88151119232046	MKLN1_control-MKLN1_knockout
FUBP1	Q96AE4	0.346284793466126	30.522046312179	2.79916661879717	0.0112783106819799	0.149205464165093	-2.89360134559335	MKLN1_control-MKLN1_knockout
SF3B3	Q15393	0.22202045914058	30.4172094346009	2.78994384433115	0.0115086367030879	0.151219628634987	-2.91182397149744	MKLN1_control-MKLN1_knockout
DOCK10	Q96BY6	-3.10364689444368	24.3395543291901	-2.78374078857997	0.0116660715956792	0.152526074943672	-2.92406677698199	MKLN1_control-MKLN1_knockout
PHGDH	O43175	0.63952075188293	30.6313879493286	2.77570260858372	0.0118731458004644	0.154056233813104	-2.93991539302377	MKLN1_control-MKLN1_knockout
LGALS1	P09382	-0.769108547016707	33.4587151099961	-2.77513941214166	0.0118877853724707	0.154056233813104	-2.94102514320133	MKLN1_control-MKLN1_knockout
PLIN3	O60664	-0.441187933159139	29.0656643966063	-2.77359920618594	0.0119279091622342	0.154145287635026	-2.94405958114398	MKLN1_control-MKLN1_knockout
KIF11	P52732	-0.72786513287463	26.4881535904602	-2.76920833866378	0.0120430065275843	0.154853350117503	-2.95270654475801	MKLN1_control-MKLN1_knockout
DIP2B	Q9P265	-1.66769184326336	26.3372766042374	-2.75714474270536	0.0123647125084634	0.157084838378527	-2.97643503297308	MKLN1_control-MKLN1_knockout
PTPRF	P10586	-0.547974352219757	27.4795268594508	-2.74918928259977	0.0125813344262989	0.157940039304371	-2.99206002897007	MKLN1_control-MKLN1_knockout
PON2	Q15165	0.443120825494947	29.3799384817798	2.74843444566705	0.0126020751315704	0.157940039304371	-2.99354161765673	MKLN1_control-MKLN1_knockout
LAMB1	P07942	-0.68345291848512	27.6709477834144	-2.74293080955416	0.0127542874957121	0.159281862955301	-3.00433908524512	MKLN1_control-MKLN1_knockout
POGLUT2	Q6UW63	-0.562984217542031	26.3503821896632	-2.7279718956914	0.0131769070697402	0.162830571425722	-3.0336416394896	MKLN1_control-MKLN1_knockout
PAF1	Q8N7H5	0.344055027677264	27.5033206318779	2.71991753602074	0.0134099508056795	0.164271897369574	-3.04939155657993	MKLN1_control-MKLN1_knockout
CALCOCO2	Q13137	-3.34901421196047	23.1771517367765	-2.71704618779003	0.0134939748949372	0.164729216018472	-3.0550016444677	MKLN1_control-MKLN1_knockout
ABHD10	Q9NUJ1	0.378051570518153	27.9409591365711	2.71474009200091	0.013561820687387	0.165271514283597	-3.05950553745528	MKLN1_control-MKLN1_knockout
ARL8B	Q9NVJ2	-0.435225593976575	28.6251060873511	-2.7074102062409	0.0137796297858475	0.166488129741335	-3.07381042054319	MKLN1_control-MKLN1_knockout
SEC61A1	P61619	0.324809042720894	29.8412328251035	2.70593893330217	0.0138237482137468	0.166735670762731	-3.07667977040438	MKLN1_control-MKLN1_knockout
CFAP20	Q9Y6A4	-0.634817798564804	26.4611680857887	-2.70339307889832	0.0139004072472477	0.167374186922491	-3.08164326744516	MKLN1_control-MKLN1_knockout
CORO1C	Q9ULV4	-0.41276004277163	30.1001168686399	-2.69821450608954	0.0140575903800345	0.168978462898677	-3.0917335141186	MKLN1_control-MKLN1_knockout
